username,session,type,group,info_set,dam1_group-1,dam1_group-2,dam1_group-3,dam1_group-4,dam1_group-5,dam1_group-6,dam2_group-1,dam2_group-2,dam2_group-3,dam2_group-4,dam2_group-5,dam2_group-6,dam3_group-1,dam3_group-2,dam3_group-3,dam3_group-4,dam3_group-5,dam3_group-6,damChoice-1,damChoiceGroup-1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
username,session,type,group,info_set,damChoice-1,damChoiceGroup-1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,,,,,,,,,,,,,,,,,,,,,,,
